transaction_id,account_id,amount,merchant_category,location,hour_of_day,day_of_week,timestamp,is_fraud
5362,5,312.12,Clothing,"Toulouse, France",19,0,2025-12-08 19:50:00,0
30258,6,164.9,Groceries,"Marseille, France",20,1,2025-12-02 20:55:00,0
12438,5,76.97,Entertainment,"Nice, France",13,0,2025-12-08 13:10:00,0
46483,5,2162.5,Travel,"Las Vegas, USA",14,4,2025-12-05 14:38:00,1
35572,9,425.37,Entertainment,"Lyon, France",20,5,2025-12-06 20:42:00,0
20788,9,371.68,Entertainment,"Lyon, France",8,6,2025-12-07 08:09:00,0
28863,2,73.02,Groceries,Online,19,1,2025-12-02 19:09:00,0
28896,2,330.83,Fuel,"Lyon, France",11,5,2025-12-06 11:20:00,0
26179,12,215.93,Groceries,"Lyon, France",22,6,2025-12-07 22:54:00,0
35413,7,81.64,Clothing,Online,8,5,2025-12-06 08:33:00,0
16119,11,96.73,Food & Beverage,"Nice, France",17,3,2025-12-04 17:48:00,0
49798,12,1930.46,Groceries,"Las Vegas, USA",0,0,2025-12-01 00:12:00,1
21220,2,303.21,Electronics,Online,17,3,2025-12-04 17:13:00,0
40235,3,590.89,Food & Beverage,"London, UK",21,6,2025-12-07 21:18:00,1
20737,6,308.68,Fuel,"Nice, France",12,2,2025-12-03 12:31:00,0
31944,12,265.19,Fuel,"Lyon, France",16,3,2025-12-04 16:08:00,0
8500,2,9.15,Food & Beverage,Online,13,2,2025-12-03 13:20:00,0
42877,5,2469.52,Gambling,"Lyon, France",7,0,2025-12-08 07:58:00,1
2454,8,11.42,Food & Beverage,Online,10,5,2025-12-06 10:40:00,0
1204,4,176.92,Electronics,Online,21,4,2025-12-05 21:32:00,0
16506,12,487.38,Groceries,Online,10,5,2025-12-06 10:50:00,0
39354,9,47.01,Clothing,"Lyon, France",11,3,2025-12-04 11:13:00,0
41963,4,2133.83,Electronics,Russia,14,0,2025-12-01 14:42:00,1
4692,12,422.31,Food & Beverage,"Toulouse, France",21,6,2025-12-07 21:57:00,0
23833,7,233.2,Food & Beverage,Online,16,5,2025-12-06 16:06:00,0
142,8,177.24,Clothing,"Marseille, France",18,1,2025-12-02 18:54:00,0
28876,6,238.77,Entertainment,"Lyon, France",22,3,2025-12-04 22:31:00,0
29635,8,314.81,Health,"Nice, France",15,1,2025-12-02 15:15:00,0
38359,12,446.05,Entertainment,"Nice, France",16,1,2025-12-02 16:48:00,0
48176,7,2808.38,Entertainment,"London, UK",6,3,2025-12-04 06:42:00,1
6071,1,456.46,Electronics,"Lyon, France",13,4,2025-12-05 13:50:00,0
39971,4,198.61,Clothing,Online,16,0,2025-12-01 16:52:00,0
48635,10,2330.12,Electronics,Nigeria,16,3,2025-12-04 16:29:00,1
29430,5,243.77,Clothing,Online,14,0,2025-12-08 14:17:00,0
38942,8,406.68,Fuel,"Nice, France",18,5,2025-12-06 18:33:00,0
45293,1,1109.72,Jewelry,"Lyon, France",16,1,2025-12-02 16:42:00,1
40016,11,3352.3,Gambling,"Toulouse, France",6,3,2025-12-04 06:24:00,1
13570,7,451.24,Fuel,"Marseille, France",17,3,2025-12-04 17:09:00,0
40789,8,2461.97,Groceries,Russia,11,0,2025-12-01 11:12:00,1
11461,11,249.93,Travel,Online,11,6,2025-12-07 11:23:00,0
944,8,122.75,Entertainment,"Toulouse, France",14,0,2025-12-08 14:05:00,0
26733,4,387.96,Groceries,"Nice, France",12,0,2025-12-08 12:12:00,0
44957,6,757.58,Groceries,Hong Kong,1,5,2025-12-06 01:33:00,1
27739,9,360.38,Entertainment,"Lyon, France",14,4,2025-12-05 14:37:00,0
13922,4,470.21,Clothing,"Nice, France",8,0,2025-12-08 08:00:00,0
49704,13,3416.32,Electronics,"Marseille, France",15,4,2025-12-05 15:15:00,1
46115,8,4968.7,Gambling,"Lyon, France",17,0,2025-12-01 17:50:00,1
12525,9,164.57,Health,"Toulouse, France",13,2,2025-12-03 13:07:00,0
3673,5,150.1,Travel,"Lyon, France",13,2,2025-12-03 13:05:00,0
20826,5,118.48,Clothing,"Toulouse, France",11,2,2025-12-03 11:40:00,0
40306,10,2217.21,Gambling,"Las Vegas, USA",21,4,2025-12-05 21:20:00,1
26186,6,134.67,Food & Beverage,"Nice, France",22,0,2025-12-08 22:18:00,0
19138,2,36.36,Electronics,"Lyon, France",13,1,2025-12-02 13:59:00,0
43954,8,385.51,Jewelry,Nigeria,5,3,2025-12-04 05:14:00,1
6673,4,224.22,Groceries,"Lyon, France",18,0,2025-12-08 18:14:00,0
44271,4,1769.06,Electronics,"Lyon, France",4,4,2025-12-05 04:51:00,1
15551,1,418.29,Entertainment,"Nice, France",16,4,2025-12-05 16:22:00,0
13801,8,104.87,Utilities,"Nice, France",8,0,2025-12-08 08:49:00,0
46104,3,3828.79,Groceries,"Paris, France",23,4,2025-12-05 23:56:00,1
8339,6,16.53,Groceries,"Marseille, France",11,0,2025-12-08 11:21:00,0
9634,2,431.71,Utilities,"Toulouse, France",8,0,2025-12-01 08:00:00,0
2547,12,404.37,Travel,"Toulouse, France",8,4,2025-12-05 08:11:00,0
29692,7,97.84,Food & Beverage,"Lyon, France",12,1,2025-12-02 12:17:00,0
26274,13,147.5,Utilities,"Toulouse, France",14,5,2025-12-06 14:49:00,0
37839,1,329.13,Utilities,"Toulouse, France",9,0,2025-12-08 09:05:00,0
37712,2,210.89,Clothing,Online,14,0,2025-12-08 14:40:00,0
13246,5,278.41,Groceries,Online,14,1,2025-12-02 14:45:00,0
462,3,289.53,Health,"Lyon, France",15,2,2025-12-03 15:35:00,0
11473,7,286.48,Travel,"Marseille, France",17,5,2025-12-06 17:26:00,0
21377,10,95.56,Health,"Paris, France",12,2,2025-12-03 12:37:00,0
30482,7,367.24,Food & Beverage,"Marseille, France",18,0,2025-12-08 18:15:00,0
3621,11,126.92,Clothing,"Toulouse, France",21,6,2025-12-07 21:15:00,0
728,11,38.34,Electronics,"Lyon, France",19,0,2025-12-08 19:21:00,0
23273,9,42.96,Groceries,"Toulouse, France",14,6,2025-12-07 14:21:00,0
31966,9,278.21,Utilities,Online,21,0,2025-12-01 21:54:00,0
17243,6,491.38,Utilities,"Nice, France",15,1,2025-12-02 15:18:00,0
36167,3,132.11,Food & Beverage,"Lyon, France",12,0,2025-12-01 12:16:00,0
3121,7,433.26,Entertainment,"Toulouse, France",13,0,2025-12-01 13:36:00,0
28317,5,451.86,Fuel,"Marseille, France",20,2,2025-12-03 20:00:00,0
44231,7,688.82,Fuel,Hong Kong,5,1,2025-12-02 05:39:00,1
25642,12,433.44,Fuel,"Lyon, France",14,5,2025-12-06 14:30:00,0
11751,2,476.83,Fuel,"Marseille, France",21,0,2025-12-08 21:30:00,0
42888,9,1535.62,Groceries,"Nice, France",4,0,2025-12-01 04:34:00,1
17957,10,32.75,Fuel,"Lyon, France",21,4,2025-12-05 21:03:00,0
13652,12,448.75,Food & Beverage,"Toulouse, France",22,5,2025-12-06 22:13:00,0
43922,3,1594.39,Health,"Toulouse, France",3,0,2025-12-08 03:54:00,1
2235,4,468.47,Fuel,"Marseille, France",8,2,2025-12-03 08:56:00,0
24032,11,337.26,Electronics,"Lyon, France",18,5,2025-12-06 18:53:00,0
24044,12,445.13,Entertainment,"Marseille, France",19,5,2025-12-06 19:36:00,0
18647,5,205.8,Entertainment,"Paris, France",22,0,2025-12-08 22:55:00,0
753,10,84.82,Health,"Paris, France",11,0,2025-12-01 11:08:00,0
8816,3,210.85,Electronics,"Marseille, France",14,4,2025-12-05 14:38:00,0
29135,7,214.57,Clothing,"Marseille, France",10,0,2025-12-08 10:42:00,0
30800,5,45.63,Entertainment,"Nice, France",15,0,2025-12-08 15:52:00,0
40443,12,2398.05,Clothing,"London, UK",8,0,2025-12-08 08:28:00,1
13892,11,169.0,Entertainment,"Toulouse, France",22,1,2025-12-02 22:14:00,0
16575,13,476.13,Health,"Paris, France",15,0,2025-12-01 15:11:00,0
21289,13,404.34,Entertainment,"Paris, France",20,0,2025-12-08 20:00:00,0
43040,9,2108.43,Electronics,Russia,3,0,2025-12-01 03:00:00,1
17179,9,381.26,Groceries,"Paris, France",11,4,2025-12-05 11:08:00,0
9438,10,386.34,Health,"Marseille, France",9,4,2025-12-05 09:16:00,0
5238,3,468.46,Clothing,"Lyon, France",22,6,2025-12-07 22:48:00,0
2422,13,258.73,Health,"Toulouse, France",19,5,2025-12-06 19:08:00,0
12718,10,447.6,Health,"Marseille, France",15,2,2025-12-03 15:29:00,0
27097,9,325.09,Food & Beverage,"Nice, France",12,3,2025-12-04 12:47:00,0
26160,9,234.41,Food & Beverage,"Nice, France",10,3,2025-12-04 10:18:00,0
8292,12,70.14,Entertainment,"Toulouse, France",8,2,2025-12-03 08:04:00,0
24311,9,131.76,Clothing,"Nice, France",13,4,2025-12-05 13:35:00,0
23061,3,138.09,Groceries,"Marseille, France",15,2,2025-12-03 15:58:00,0
7536,5,126.89,Electronics,"Toulouse, France",16,2,2025-12-03 16:28:00,0
2426,2,92.67,Electronics,"Lyon, France",17,3,2025-12-04 17:49:00,0
37654,6,398.59,Utilities,"Lyon, France",9,0,2025-12-01 09:01:00,0
4421,9,186.98,Fuel,"Toulouse, France",9,1,2025-12-02 09:18:00,0
11681,2,302.16,Groceries,"Marseille, France",13,1,2025-12-02 13:19:00,0
17632,1,443.33,Fuel,"Toulouse, France",22,3,2025-12-04 22:49:00,0
26165,4,494.7,Entertainment,Online,17,5,2025-12-06 17:46:00,0
12313,12,106.82,Travel,"Marseille, France",20,0,2025-12-08 20:06:00,0
45214,5,2823.62,Cryptocurrency,"Lyon, France",8,3,2025-12-04 08:40:00,1
49653,1,1798.61,Cryptocurrency,Online,4,4,2025-12-05 04:57:00,1
37746,11,408.69,Health,"Marseille, France",8,0,2025-12-01 08:25:00,0
23440,3,197.82,Fuel,"Lyon, France",8,2,2025-12-03 08:54:00,0
15390,9,382.35,Clothing,"Nice, France",16,0,2025-12-08 16:46:00,0
31069,6,496.8,Clothing,"Toulouse, France",20,3,2025-12-04 20:27:00,0
47404,8,3587.02,Jewelry,"Toulouse, France",3,0,2025-12-01 03:10:00,1
47548,12,2252.44,Cryptocurrency,Hong Kong,17,2,2025-12-03 17:40:00,1
28799,5,106.73,Electronics,"Toulouse, France",9,5,2025-12-06 09:05:00,0
40945,8,2644.02,Groceries,"Las Vegas, USA",11,6,2025-12-07 11:19:00,1
29632,4,282.56,Utilities,"Paris, France",19,5,2025-12-06 19:49:00,0
35533,13,169.63,Groceries,"Nice, France",20,3,2025-12-04 20:35:00,0
31439,10,198.81,Electronics,Online,12,2,2025-12-03 12:48:00,0
32057,2,293.07,Travel,"Paris, France",16,5,2025-12-06 16:20:00,0
49225,9,1510.68,Gambling,Hong Kong,23,0,2025-12-01 23:19:00,1
22651,8,304.39,Groceries,"Lyon, France",16,5,2025-12-06 16:13:00,0
37180,10,170.79,Food & Beverage,"Marseille, France",21,0,2025-12-08 21:04:00,0
43638,6,1926.15,Food & Beverage,Russia,0,4,2025-12-05 00:59:00,1
16601,9,242.28,Fuel,"Nice, France",8,0,2025-12-01 08:47:00,0
46542,6,4614.87,Jewelry,Hong Kong,4,2,2025-12-03 04:30:00,1
22451,12,407.49,Entertainment,"Marseille, France",17,0,2025-12-01 17:12:00,0
44735,1,1975.8,Electronics,Russia,2,0,2025-12-08 02:49:00,1
31468,9,183.28,Entertainment,"Marseille, France",19,0,2025-12-08 19:30:00,0
29881,3,148.85,Clothing,"Toulouse, France",19,1,2025-12-02 19:02:00,0
21379,7,46.05,Utilities,Online,22,5,2025-12-06 22:45:00,0
31935,7,116.06,Utilities,"Toulouse, France",19,1,2025-12-02 19:56:00,0
21089,12,50.14,Groceries,"Paris, France",22,1,2025-12-02 22:29:00,0
23341,6,361.13,Clothing,"Marseille, France",18,3,2025-12-04 18:48:00,0
30468,10,47.35,Utilities,"Marseille, France",8,5,2025-12-06 08:44:00,0
1421,2,15.39,Travel,"Toulouse, France",18,1,2025-12-02 18:21:00,0
10908,4,425.64,Groceries,"Marseille, France",13,5,2025-12-06 13:40:00,0
42165,5,1045.93,Entertainment,"Lyon, France",3,2,2025-12-03 03:31:00,1
3442,6,203.63,Electronics,"Lyon, France",11,0,2025-12-01 11:14:00,0
30215,2,134.9,Fuel,"Paris, France",12,0,2025-12-01 12:08:00,0
1281,9,13.05,Entertainment,"Lyon, France",20,2,2025-12-03 20:53:00,0
32436,6,327.76,Health,"Paris, France",13,6,2025-12-07 13:14:00,0
44577,1,350.45,Cryptocurrency,Hong Kong,0,6,2025-12-07 00:31:00,1
11552,6,440.53,Entertainment,"Nice, France",17,4,2025-12-05 17:57:00,0
9922,11,386.75,Clothing,Online,11,4,2025-12-05 11:29:00,0
49259,10,850.3,Cryptocurrency,"Lyon, France",23,2,2025-12-03 23:06:00,1
23433,2,273.92,Entertainment,"Lyon, France",12,1,2025-12-02 12:47:00,0
39876,12,383.68,Health,"Paris, France",11,0,2025-12-01 11:01:00,0
17604,6,356.13,Utilities,"Toulouse, France",17,1,2025-12-02 17:16:00,0
15920,10,88.03,Health,"Nice, France",17,1,2025-12-02 17:09:00,0
46625,12,308.59,Travel,"Nice, France",1,0,2025-12-01 01:36:00,1
3670,7,397.21,Entertainment,"Paris, France",17,2,2025-12-03 17:35:00,0
5386,3,24.51,Entertainment,Online,9,0,2025-12-01 09:30:00,0
475,6,268.48,Utilities,"Lyon, France",13,4,2025-12-05 13:18:00,0
24171,13,421.3,Groceries,"Toulouse, France",17,3,2025-12-04 17:28:00,0
3312,3,460.22,Clothing,Online,16,5,2025-12-06 16:17:00,0
30411,11,283.25,Electronics,"Marseille, France",21,5,2025-12-06 21:37:00,0
42363,5,500.4,Groceries,"Lyon, France",4,5,2025-12-06 04:42:00,1
40938,13,1934.13,Jewelry,"Marseille, France",0,6,2025-12-07 00:44:00,1
15250,13,68.03,Groceries,"Toulouse, France",16,5,2025-12-06 16:35:00,0
18643,10,344.12,Electronics,"Nice, France",21,6,2025-12-07 21:10:00,0
36198,11,297.78,Utilities,"Paris, France",10,5,2025-12-06 10:03:00,0
8047,5,352.53,Fuel,"Paris, France",14,5,2025-12-06 14:43:00,0
18723,6,164.19,Entertainment,"Paris, France",18,5,2025-12-06 18:59:00,0
21154,10,41.27,Food & Beverage,"Nice, France",18,6,2025-12-07 18:23:00,0
18847,1,128.12,Fuel,"Marseille, France",14,3,2025-12-04 14:48:00,0
8896,13,228.26,Electronics,Online,19,4,2025-12-05 19:51:00,0
9046,7,375.52,Travel,"Paris, France",16,0,2025-12-01 16:25:00,0
14306,6,300.78,Electronics,"Paris, France",13,1,2025-12-02 13:34:00,0
47309,4,3406.36,Gambling,"Nice, France",13,2,2025-12-03 13:56:00,1
17685,8,499.93,Food & Beverage,"Toulouse, France",16,1,2025-12-02 16:27:00,0
13212,5,58.7,Fuel,"Paris, France",8,1,2025-12-02 08:47:00,0
43855,13,1402.9,Cryptocurrency,"Lyon, France",16,4,2025-12-05 16:43:00,1
38550,4,320.45,Fuel,"Lyon, France",15,6,2025-12-07 15:50:00,0
29545,11,135.16,Travel,"Marseille, France",13,0,2025-12-08 13:47:00,0
45068,9,1524.75,Gambling,Nigeria,22,5,2025-12-06 22:59:00,1
3773,6,235.43,Utilities,"Paris, France",8,2,2025-12-03 08:41:00,0
38483,3,77.17,Fuel,"Marseille, France",8,2,2025-12-03 08:00:00,0
2504,1,152.25,Groceries,"Paris, France",12,2,2025-12-03 12:16:00,0
25594,4,112.55,Electronics,"Toulouse, France",9,1,2025-12-02 09:50:00,0
33229,1,128.59,Utilities,"Nice, France",8,0,2025-12-01 08:05:00,0
42592,9,3688.52,Gambling,Nigeria,13,6,2025-12-07 13:35:00,1
28371,1,178.77,Groceries,"Marseille, France",12,3,2025-12-04 12:14:00,0
28273,3,115.67,Fuel,"Toulouse, France",20,0,2025-12-08 20:51:00,0
27862,9,166.16,Clothing,Online,8,6,2025-12-07 08:49:00,0
42323,3,588.5,Cryptocurrency,"London, UK",19,5,2025-12-06 19:07:00,1
28900,9,5.81,Food & Beverage,"Nice, France",15,1,2025-12-02 15:13:00,0
9126,12,102.7,Utilities,Online,11,4,2025-12-05 11:35:00,0
25993,13,304.29,Electronics,"Toulouse, France",19,5,2025-12-06 19:05:00,0
36470,11,441.14,Food & Beverage,"Marseille, France",16,0,2025-12-01 16:18:00,0
12452,6,480.19,Food & Beverage,"Paris, France",13,0,2025-12-08 13:48:00,0
34492,12,223.04,Health,"Toulouse, France",13,5,2025-12-06 13:41:00,0
49930,11,1762.29,Food & Beverage,Russia,1,4,2025-12-05 01:30:00,1
45685,12,2884.82,Gambling,Online,4,3,2025-12-04 04:49:00,1
24934,5,420.95,Groceries,Online,15,2,2025-12-03 15:16:00,0
43493,2,1952.22,Utilities,"London, UK",2,0,2025-12-01 02:15:00,1
13633,2,186.42,Food & Beverage,"Paris, France",16,2,2025-12-03 16:56:00,0
7097,11,199.9,Utilities,"Lyon, France",14,4,2025-12-05 14:31:00,0
36158,4,98.45,Travel,Online,18,3,2025-12-04 18:11:00,0
33670,3,96.81,Food & Beverage,"Nice, France",19,2,2025-12-03 19:04:00,0
39852,1,47.78,Fuel,"Nice, France",11,6,2025-12-07 11:25:00,0
15721,1,170.51,Health,"Paris, France",21,0,2025-12-08 21:18:00,0
21341,1,416.68,Travel,"Toulouse, France",19,3,2025-12-04 19:57:00,0
10137,1,334.32,Clothing,Online,16,4,2025-12-05 16:35:00,0
39536,1,78.07,Travel,"Toulouse, France",12,4,2025-12-05 12:35:00,0
48912,6,1488.74,Jewelry,"Paris, France",3,5,2025-12-06 03:33:00,1
13170,3,300.9,Health,Online,22,1,2025-12-02 22:42:00,0
30266,7,251.82,Groceries,"Toulouse, France",9,0,2025-12-08 09:53:00,0
6410,2,359.57,Food & Beverage,"Nice, France",14,2,2025-12-03 14:35:00,0
21076,9,118.54,Electronics,"Nice, France",17,6,2025-12-07 17:16:00,0
8419,9,195.69,Utilities,Online,17,0,2025-12-01 17:34:00,0
26365,12,418.09,Travel,Online,16,6,2025-12-07 16:20:00,0
12355,12,264.56,Clothing,"Nice, France",10,5,2025-12-06 10:36:00,0
8609,5,45.86,Groceries,"Marseille, France",11,0,2025-12-08 11:29:00,0
31849,8,394.87,Clothing,"Nice, France",19,3,2025-12-04 19:30:00,0
20602,10,407.96,Electronics,"Lyon, France",19,3,2025-12-04 19:29:00,0
37805,12,176.21,Travel,"Paris, France",17,5,2025-12-06 17:51:00,0
38259,13,34.1,Health,Online,13,0,2025-12-08 13:33:00,0
38131,3,285.24,Utilities,"Marseille, France",16,5,2025-12-06 16:30:00,0
30733,5,368.72,Health,"Nice, France",12,2,2025-12-03 12:37:00,0
3135,13,140.23,Travel,Online,14,4,2025-12-05 14:54:00,0
7883,9,139.82,Fuel,"Marseille, France",15,0,2025-12-08 15:30:00,0
36488,3,407.84,Electronics,"Marseille, France",15,4,2025-12-05 15:13:00,0
34222,12,497.92,Fuel,"Lyon, France",20,5,2025-12-06 20:24:00,0
27582,11,169.74,Food & Beverage,"Nice, France",22,2,2025-12-03 22:24:00,0
43006,11,2578.14,Cryptocurrency,"London, UK",23,5,2025-12-06 23:35:00,1
31810,3,306.6,Travel,"Paris, France",21,0,2025-12-08 21:13:00,0
22958,13,99.62,Utilities,"Lyon, France",11,0,2025-12-08 11:27:00,0
37914,4,275.41,Groceries,"Marseille, France",22,0,2025-12-08 22:18:00,0
44049,7,2188.4,Electronics,"Toulouse, France",21,5,2025-12-06 21:17:00,1
48780,13,1379.87,Electronics,Russia,5,0,2025-12-01 05:51:00,1
32476,7,318.68,Health,"Marseille, France",14,2,2025-12-03 14:05:00,0
13963,8,299.65,Fuel,"Toulouse, France",19,1,2025-12-02 19:59:00,0
36862,12,189.92,Clothing,"Lyon, France",19,3,2025-12-04 19:28:00,0
39043,4,46.9,Entertainment,"Toulouse, France",18,3,2025-12-04 18:17:00,0
17827,12,67.14,Health,Online,18,3,2025-12-04 18:40:00,0
34175,9,171.99,Health,"Paris, France",11,5,2025-12-06 11:17:00,0
6985,10,152.28,Entertainment,"Toulouse, France",12,6,2025-12-07 12:47:00,0
15136,12,114.26,Clothing,"Lyon, France",12,4,2025-12-05 12:34:00,0
16638,3,390.61,Utilities,"Toulouse, France",10,0,2025-12-08 10:26:00,0
26776,6,212.8,Health,"Nice, France",16,0,2025-12-08 16:41:00,0
49527,9,976.7,Cryptocurrency,"Dubai, UAE",2,4,2025-12-05 02:16:00,1
4256,2,259.35,Groceries,Online,16,5,2025-12-06 16:32:00,0
10796,8,369.88,Entertainment,"Nice, France",20,5,2025-12-06 20:09:00,0
41449,7,3866.38,Jewelry,"Paris, France",17,3,2025-12-04 17:40:00,1
15368,1,233.25,Health,"Toulouse, France",15,5,2025-12-06 15:34:00,0
7920,8,305.3,Groceries,"Paris, France",15,2,2025-12-03 15:21:00,0
32850,13,485.46,Travel,"Lyon, France",12,3,2025-12-04 12:02:00,0
4614,10,189.39,Electronics,"Paris, France",18,2,2025-12-03 18:42:00,0
1610,12,332.28,Utilities,Online,17,0,2025-12-01 17:38:00,0
27700,9,442.92,Electronics,"Paris, France",10,1,2025-12-02 10:20:00,0
46375,2,4423.74,Jewelry,"Paris, France",11,1,2025-12-02 11:05:00,1
41941,4,1853.64,Utilities,"Toulouse, France",5,0,2025-12-08 05:07:00,1
18379,6,163.96,Electronics,"Paris, France",16,5,2025-12-06 16:09:00,0
27857,9,412.64,Travel,"Lyon, France",19,4,2025-12-05 19:24:00,0
32897,11,273.83,Food & Beverage,"Paris, France",10,5,2025-12-06 10:23:00,0
28864,6,269.29,Utilities,"Paris, France",21,3,2025-12-04 21:34:00,0
43168,10,652.15,Jewelry,"London, UK",3,5,2025-12-06 03:06:00,1
39060,2,482.2,Groceries,"Nice, France",12,1,2025-12-02 12:35:00,0
38923,11,38.3,Entertainment,"Marseille, France",15,2,2025-12-03 15:39:00,0
13788,9,86.73,Entertainment,"Lyon, France",21,5,2025-12-06 21:13:00,0
22663,5,24.21,Health,"Nice, France",10,3,2025-12-04 10:03:00,0
15427,10,389.85,Utilities,"Nice, France",18,1,2025-12-02 18:41:00,0
33461,2,11.51,Travel,"Toulouse, France",8,4,2025-12-05 08:49:00,0
10697,3,217.96,Entertainment,"Nice, France",19,4,2025-12-05 19:51:00,0
20060,3,207.32,Clothing,"Toulouse, France",9,4,2025-12-05 09:07:00,0
47614,5,1288.44,Utilities,"Las Vegas, USA",5,4,2025-12-05 05:34:00,1
16386,6,393.7,Utilities,"Marseille, France",10,3,2025-12-04 10:35:00,0
39824,9,123.99,Electronics,Online,19,3,2025-12-04 19:54:00,0
10761,4,9.86,Travel,"Paris, France",9,5,2025-12-06 09:37:00,0
12972,1,396.29,Health,"Paris, France",13,2,2025-12-03 13:43:00,0
14024,13,208.22,Food & Beverage,"Paris, France",20,1,2025-12-02 20:51:00,0
31145,5,28.52,Fuel,"Toulouse, France",15,3,2025-12-04 15:49:00,0
2067,2,429.66,Food & Beverage,"Lyon, France",18,0,2025-12-01 18:21:00,0
23921,4,166.49,Travel,"Nice, France",15,1,2025-12-02 15:48:00,0
32803,2,167.74,Entertainment,"Nice, France",20,5,2025-12-06 20:06:00,0
4038,12,221.48,Fuel,"Lyon, France",19,3,2025-12-04 19:21:00,0
42648,11,1903.19,Clothing,Russia,2,4,2025-12-05 02:32:00,1
15411,6,426.53,Fuel,"Marseille, France",20,2,2025-12-03 20:44:00,0
15132,5,469.42,Clothing,"Paris, France",18,1,2025-12-02 18:05:00,0
38769,6,343.3,Travel,"Toulouse, France",13,3,2025-12-04 13:18:00,0
11059,7,201.4,Entertainment,"Marseille, France",17,1,2025-12-02 17:14:00,0
26917,6,468.21,Electronics,Online,15,4,2025-12-05 15:34:00,0
2894,3,340.63,Electronics,"Nice, France",10,0,2025-12-01 10:24:00,0
14949,8,286.15,Fuel,"Toulouse, France",14,0,2025-12-01 14:08:00,0
28679,9,413.39,Entertainment,Online,12,6,2025-12-07 12:57:00,0
27331,10,483.88,Fuel,"Lyon, France",19,3,2025-12-04 19:28:00,0
35570,10,375.25,Fuel,"Lyon, France",11,0,2025-12-01 11:34:00,0
28514,8,235.68,Health,"Nice, France",22,0,2025-12-08 22:53:00,0
29706,4,289.54,Clothing,"Marseille, France",14,6,2025-12-07 14:17:00,0
20419,4,338.12,Electronics,"Paris, France",21,5,2025-12-06 21:55:00,0
33730,1,442.15,Entertainment,Online,19,2,2025-12-03 19:35:00,0
9236,5,116.75,Travel,"Nice, France",21,0,2025-12-01 21:45:00,0
26711,4,412.55,Food & Beverage,"Toulouse, France",22,5,2025-12-06 22:44:00,0
21429,10,471.59,Groceries,"Paris, France",11,4,2025-12-05 11:50:00,0
246,4,355.27,Entertainment,"Nice, France",16,2,2025-12-03 16:23:00,0
34384,1,314.01,Food & Beverage,"Toulouse, France",9,6,2025-12-07 09:37:00,0
18600,5,405.05,Clothing,"Nice, France",8,6,2025-12-07 08:35:00,0
15674,6,276.76,Electronics,"Lyon, France",22,0,2025-12-08 22:55:00,0
26927,1,403.98,Food & Beverage,"Lyon, France",12,2,2025-12-03 12:37:00,0
44021,1,1977.65,Jewelry,"Marseille, France",0,2,2025-12-03 00:41:00,1
27865,2,420.31,Health,"Marseille, France",20,6,2025-12-07 20:33:00,0
34830,7,381.41,Electronics,Online,11,4,2025-12-05 11:28:00,0
21803,2,49.65,Travel,Online,19,5,2025-12-06 19:53:00,0
31241,11,391.63,Electronics,"Toulouse, France",12,2,2025-12-03 12:59:00,0
44821,7,1719.58,Gambling,"Marseille, France",14,1,2025-12-02 14:24:00,1
12357,10,170.47,Clothing,"Marseille, France",14,0,2025-12-08 14:17:00,0
38836,8,290.18,Fuel,"Nice, France",19,3,2025-12-04 19:00:00,0
3678,2,116.2,Travel,"Toulouse, France",14,1,2025-12-02 14:41:00,0
41054,3,801.14,Gambling,"Paris, France",10,2,2025-12-03 10:59:00,1
25368,13,130.48,Fuel,"Lyon, France",8,4,2025-12-05 08:24:00,0
6430,2,274.51,Utilities,"Paris, France",9,6,2025-12-07 09:37:00,0
26749,3,272.44,Groceries,"Nice, France",14,0,2025-12-08 14:50:00,0
30245,10,194.82,Utilities,Online,10,3,2025-12-04 10:52:00,0
1156,6,159.23,Clothing,"Lyon, France",21,0,2025-12-08 21:56:00,0
30977,9,406.1,Travel,Online,18,0,2025-12-08 18:14:00,0
8068,12,349.32,Health,"Toulouse, France",8,3,2025-12-04 08:01:00,0
